trial_id,n_rows_reported,n_rows_recalc,stouffer_reported,stouffer_recalc,fisher_reported,fisher_recalc
lungtime_c01_s41591_025_04181,17,17,0.9999984335290506,0.9999999843349606,0.9477282042561953,0.859243124612855
