trial_id,n_rows_reported,n_rows_recalc,stouffer_reported,stouffer_recalc,fisher_reported,fisher_recalc
pronto_lrm_2026_s2213260025004333,0,43,NA,0.9525476034684542,NA,0.9003894225024308
