trial_id,n_rows,n_rounding_flags,rounding_flag_rate,n_reported_p,median_abs_percent_delta,max_abs_percent_delta,scrutiny_cases_n,grim_available,grim_cases,grim_incons_cases,grimmer_available,grimmer_cases,grimmer_incons_cases,debit_available,debit_cases,debit_incons_cases,duplicates_available,duplicate_flag_rows,rounding_bias_available,rounding_bias_groups,statcheck_available,statcheck_rows,statcheck_cases,statcheck_errors,statcheck_decision_errors,rsprite2_rows,scrutiny_seq_enabled
lungtime_c01_s41591_025_04181,54,2,0.037037037037037035,54,0.0333333333333385,0.9380952380952364,2,TRUE,2,0,TRUE,0,0,TRUE,0,0,TRUE,2,TRUE,1,TRUE,13,0,0,0,27,FALSE
